Title,Description,ShortDetails,Identifiers,EntrezUID
Surgical management of obstructive right-sided colon cancer at a national level results of a multicenter study of the French Surgical Association in 776 patients.,"Mege D, Manceau G, Beyer-Berjot L, Bridoux V, Lakkis Z, Venara A, Voron T, Brunetti F, Sielezneff I, Karoui M; AFC (French Surgical Association) Working Group..",Eur J Surg Oncol.  2018,PMID:30041941,30041941
[A Case of Long-Term Survival with Multidisciplinary Treatment in Unresectable Advanced Gastric Cancer Found with Ovarian Tumor].,"Nukada S, Aoyama T, Kamiya M, Morita J, Maezawa Y, Amano S, Kano K, Numata M, Sawazaki S, Hayashi T, Yamada T, Sato T, Yukawa N, Oshima T, Rino Y, Masuda M.",Gan To Kagaku Ryoho.  2018,PMID:30382054,30382054
Differences in overall survival and mutation prevalence between right- and left-sided colorectal adenocarcinoma.,"Jensen CE, Villanueva JY, Loaiza-Bonilla A.",J Gastrointest Oncol.  2018,PMID:30505575 | PMCID:PMC6219968,30505575
Pseudomyxoma pleurii and peritonei secondary to sigmoid colon adenocarcinoma: a rare clinico-pathologico-radiological presentation.,"Wambura C, Jusabani A, Sherman O, Surani S.",Oxf Med Case Reports.  2018,PMID:30250743 | PMCID:PMC6142713,30250743
Stage-based Variation in the Effect of Primary Tumor Side on All Stages of Colorectal Cancer Recurrence and Survival.,"Lee MM, MacKinlay A, Semira C, Schieber C, Jimeno Yepes AJ, Lee B, Wong R, Hettiarachchige CKH, Gunn N, Tie J, Wong HL, Skinner I, Jones IT, Keck J, Kosmider S, Tran B, Field K, Gibbs P.",Clin Colorectal Cancer.  2018,PMID:29980491,29980491
Effect of Primary Tumor Location on Second- or Later-line Treatment Outcomes in Patients With RAS Wild-type Metastatic Colorectal Cancer and All Treatment Lines in Patients With RAS Mutations in Four Randomized Panitumumab Studies.,"Boeckx N, Koukakis R, Op de Beeck K, Rolfo C, Van Camp G, Siena S, Tabernero J, Douillard JY, André T, Peeters M.",Clin Colorectal Cancer.  2018,PMID:29627309,29627309
The influence of tumour site on prognosis in metastatic colorectal carcinomas with primary tumour resection.,"Merkel S, Schellerer VS, Wein A, Semrau S, Geppert C, Göhl J, Hohenberger W, Weber K, Grützmann R.",Int J Colorectal Dis.  2018,PMID:29915904,29915904
High versus low ligation of inferior mesenteric vessels in rectal cancer surgery: A retrospective cohort study.,"Dimitriou N, Felekouras E, Karavokyros I, Pikoulis E, Vergadis C, Nonni A, Griniatsos J.",J BUON.  2018,PMID:30570858,30570858
How we do it: totally laparoscopic complete mesocolon excision for splenic flexure cancer.,"Panaccio P, Grottola T, Ricciardiello M, di Sebastiano P, di Mola FF.",Langenbecks Arch Surg.  2018,PMID:30083837,30083837
Proximal shift of colorectal cancer with increasing age in different ethnicities.,"Yang L, Xiong Z, He W, Xie K, Liu S, Kong P, Jiang C, Guo G, Xia L.",Cancer Manag Res.  2018,PMID:30147365 | PMCID:PMC6101018,30147365
Difference Between Left-Sided and Right-Sided Colorectal Cancer: A Focused Review of Literature.,"Baran B, Mert Ozupek N, Yerli Tetik N, Acar E, Bekcioglu O, Baskin Y.",Gastroenterology Res.  2018,PMID:30116425 | PMCID:PMC6089587,30116425
Association of Prognostic Value of Primary Tumor Location in Stage III Colon Cancer With RAS and BRAF Mutational Status.,"Taieb J, Kourie HR, Emile JF, Le Malicot K, Balogoun R, Tabernero J, Mini E, Folprecht G, Van Laethem JL, Mulot C, Bouché O, Aparicio T, Michel P, Thaler J, Bridgewater J, Van Cutsem E, Perkins G, Lepage C, Salazar R, Laurent-Puig P; Pan-European Trials in Alimentary Tract Cancer (PETACC)-8 Investigators..",JAMA Oncol.  2018,PMID:29167892 | PMCID:PMC6145739,29167892
Similar length of colon is removed regardless of localization in right-sided colonic cancer surgery.,"Siebert M, Trilling B, Lamotte A, Taton N, Bellier A, Faucheron JL.",ANZ J Surg.  2018,PMID:29219230,29219230
Single-incision laparoscopic versus conventional laparoscopic right colectomy: A systematic review and meta-analysis.,"Dong B, Luo Z, Lu J, Yang Y, Song Y, Cao J, Li W.",Int J Surg.  2018,PMID:29777881,29777881
Clinicopathological and molecular differences between right-sided and left-sided colorectal cancer in Japanese patients.,"Natsume S, Yamaguchi T, Takao M, Iijima T, Wakaume R, Takahashi K, Matsumoto H, Nakano D, Horiguchi SI, Koizumi K, Miyaki M.",Jpn J Clin Oncol.  2018,PMID:29767751,29767751
Prognostic effect of sidedness in early stage versus advanced colon cancer.,"Kennecke HF, Yin Y, Davies JM, Speers CH, Cheung WY, Lee-Ying R.",Health Sci Rep.  2018,PMID:30623090 | PMCID:PMC6266477,30623090
Expression of programmed cell death protein 1 (PD-1) and its ligand PD-L1 in colorectal cancer: Relationship with sidedness and prognosis.,"Berntsson J, Eberhard J, Nodin B, Leandersson K, Larsson AH, Jirström K.",Oncoimmunology.  2018,PMID:30221062 | PMCID:PMC6136864,30221062
Randomized clinical trial of high versus low inferior mesenteric artery ligation during anterior resection for rectal cancer.,"Fujii S, Ishibe A, Ota M, Watanabe K, Watanabe J, Kunisaki C, Endo I.",BJS Open.  2018,PMID:30079388 | PMCID:PMC6069351,30079388
Acute lower gastrointestinal bleeding in Sudanese patients: a study on 301 patients in a specialized centre.,"Arabi NA, Musaad AM, Mohammed FAH, Ahmed EE, Abdelaziz MSE.",Arab J Gastroenterol.  2018,PMID:29885783,29885783
"Prognostic value of inferior mesenteric artery lymph node metastasis in cancer of the descending colon, sigmoid colon and rectum.","Rao X, Zhang J, Liu T, Wu Y, Jiang Y, Wang P, Chen G, Pan Y, Wu T, Liu Y, Wan Y, Huang S, Wang X.",Colorectal Dis.  2018,PMID:29577541,29577541
The impact of primary tumour location in patients undergoing hepatic resection for colorectal liver metastasis.,"Wang K, Xu D, Yan XL, Poston G, Xing BC.",Eur J Surg Oncol.  2018,PMID:29580735,29580735
Pathologic factors are more important than tumor location in long-term survival in colon cancer.,"Leijssen LGJ, Dinaux AM, Kunitake H, Bordeianou LG, Berger DL.",Int J Colorectal Dis.  2018,PMID:29541894,29541894
Postoperative morbidity and mortality for malignant colon obstruction: the American College of Surgeon calculator reliability.,"Collard MK, Moszkowicz D, Clause-Verdreau AC, Beauchet A, Cudennec T, Vychnevskaia K, Malafosse R, Peschaud F.",J Surg Res.  2018,PMID:29661276,29661276
A Curative-Intent Trimodality Approach for Isolated Abdominal Nodal Metastases in Metastatic Colorectal Cancer: Update of a Single-Institutional Experience.,"Johnson B, Jin Z, Haddock MG, Hallemeier CL, Martenson JA, Smoot RL, Larson DW, Dozois EJ, Nagorney DM, Grothey A.",Oncologist.  2018,PMID:29445027 | PMCID:PMC6067943,29445027
Phase II study of panitumumab combined with capecitabine and oxaliplatin as first-line treatment in metastatic colorectal cancer patients: clinical results including extended tumor genotyping.,"Papaxoinis G, Kotoula V, Giannoulatou E, Koliou GA, Karavasilis V, Lakis S, Koureas A, Bobos M, Chalaralambous E, Daskalaki E, Chatzopoulos K, Tsironis G, Pazarli E, Chrisafi S, Samantas E, Kaklamanos IG, Varthalitis I, Konstantara A, Syrigos KN, Pentheroudakis G, Pectasides D, Fountzilas G.",Med Oncol.  2018,PMID:29855806,29855806
Primary tumor sidedness is an independent prognostic marker for survival in metastatic colorectal cancer: Results from a large retrospective cohort with mutational analysis.,"Kamran SC, Clark JW, Zheng H, Borger DR, Blaszkowsky LS, Allen JN, Kwak EL, Wo JY, Parikh AR, Nipp RD, Murphy JE, Goyal L, Zhu AX, Iafrate AJ, Corcoran RB, Ryan DP, Hong TS.",Cancer Med.  2018,PMID:29771009 | PMCID:PMC6051212,29771009
Influence of primary site on metastatic distribution and survival in stage IV colorectal cancer.,"Suthananthan AE, Bhandari M, Platell C.",ANZ J Surg.  2018,PMID:28512795,28512795
Functional Results Following Pylorus-Preserving Pancreatoduodenectomy with Pancreaticogastrostomy.,"Filip B, Hutanu I, Musina AM, Radu I, Gavrilescu M, Scripcariu DV, Scripcariu V.",Chirurgia (Bucur).  2018,PMID:29981670,29981670
Primary Tumor Sidedness and Benefit from FOLFOXIRI plus Bevacizumab as Initial Therapy for Metastatic Colorectal Cancer.,"Cremolini C, Antoniotti C, Lonardi S, Bergamo F, Cortesi E, Tomasello G, Moretto R, Ronzoni M, Racca P, Loupakis F, Zaniboni A, Tonini G, Buonadonna A, Marmorino F, Allegrini G, Granetto C, Masi G, Zagonel V, Sensi E, Fontanini G, Boni L, Falcone A.",Ann Oncol.  2018,PMID:29897402,29897402
Primary tumor sidedness and benefit from FOLFOXIRI plus bevacizumab as initial therapy for metastatic colorectal cancer. Retrospective analysis of the TRIBE trial by GONO.,"Cremolini C, Antoniotti C, Lonardi S, Bergamo F, Cortesi E, Tomasello G, Moretto R, Ronzoni M, Racca P, Loupakis F, Zaniboni A, Tonini G, Buonadonna A, Marmorino F, Allegrini G, Granetto C, Masi G, Zagonel V, Sensi E, Fontanini G, Boni L, Falcone A.",Ann Oncol.  2018,PMID:29873679,29873679
Long-term survival with extended lateral lymphadenectomy for lateral lymph node recurrence after laparoscopic abdominoperineal resection for rectal adenosquamous carcinoma: a case report.,"Yokose T, Yamamoto S, Nagase T, Kanai T, Takano K, Fujii T, Tsutsui M, Nakagawa M, Ochiai H, Kameyama K.",Surg Case Rep.  2018,PMID:29633041 | PMCID:PMC5891437,29633041
"Hartmann's procedure, reversal and rate of stoma-free survival.","Hallam S, Mothe BS, Tirumulaju R.",Ann R Coll Surg Engl.  2018,PMID:29484943 | PMCID:PMC5958852,29484943
Preservation versus non-preservation of left colic artery in sigmoid and rectal cancer surgery: A meta-analysis.,"Fan YC, Ning FL, Zhang CD, Dai DQ.",Int J Surg.  2018,PMID:29501795,29501795
Multiple subcutaneous metastases as the solitary presenting site of colorectal cancer.,"Nallathambi C, Singh IY, Patton Z.",J Cancer Res Ther.  2018,PMID:29893350,29893350
Is primary sidedness a prognostic factor in patients with resected colon cancer liver metastases (CLM)?,"Marques MC, C Ribeiro HS, Costa WL Jr, de Jesus VHF, de Macedo MP, Diniz AL, Godoy AL, Farias IC, Aguiar S Jr, Riechelmann RSP, S Begnami MDF, Coimbra FJF.",J Surg Oncol.  2018,PMID:29611198,29611198
To stent or not to stent?": immediate emergency surgery with laparoscopic radical colectomy with CME and primary anastomosis is feasible for obstructing left colon carcinoma.,"Di Saverio S, Birindelli A, Segalini E, Novello M, Larocca A, Ferrara F, Binda GA, Bassi M.",Surg Endosc.  2018,PMID:28791424,28791424
Tumour sidedness and intrinsic subtypes in patients with stage II/III colon cancer: analysis of NSABP C-07 (NRG Oncology).,"Kim SR, Song N, Yothers G, Gavin PG, Allegra CJ, Paik S, Pogue-Geile KL.",Br J Cancer.  2018,PMID:29241223 | PMCID:PMC5846062,29241223
Site-specific Differences in Colonic Adenocarcinoma: KRAS Mutations and High Tumor Budding Are More Frequent in Cecal Adenocarcinoma.,"Landau MA, Zhu B, Akwuole FN, Pai RK.",Am J Surg Pathol.  2018,PMID:29240583,29240583
Nonelective Left-Sided Colon Cancer Resections are Associated with Worse Postoperative and Oncological Outcomes: A Propensity-Matched Study.,"Beuran M, Negoi I, Vartic M, Runcanu A, Ciubotaru C, Cruceru A, Prodan A.",Chirurgia (Bucur).  2018,PMID:29733010,29733010
Classifying Colorectal Cancer by Tumor Location Rather than Sidedness Highlights a Continuum in Mutation Profiles and Consensus Molecular Subtypes.,"Loree JM, Pereira AAL, Lam M, Willauer AN, Raghav K, Dasari A, Morris VK, Advani S, Menter DG, Eng C, Shaw K, Broaddus R, Routbort MJ, Liu Y, Morris JS, Luthra R, Meric-Bernstam F, Overman MJ, Maru D, Kopetz S.",Clin Cancer Res.  2018,PMID:29180604 | PMCID:PMC5844818,29180604
[A Case of Stage IV Gastric Cancer Curative Resection by Conversion Therapy].,"Sano H, Yamaguchi K, Tanahashi T, Sakuratani T, Mori R, Matsui S, Imai H, Tanaka Y, Matsuhashi N, Takahashi T, Osada S, Yoshida K.",Gan To Kagaku Ryoho.  2018,PMID:29650906,29650906
Is Diversion with Ileostomy Non-inferior to Hartmann Resection for Left-sided Colorectal Anastomotic Leak?,"Stafford C, Francone TD, Marcello PW, Roberts PL, Ricciardi R.",J Gastrointest Surg.  2018,PMID:29119532,29119532
Prognostic significance of adjuvant radiation therapy in adenocarcinoma of the cecum.,"Hosseini S, Bananzadeh AM, Mohammadianpanah M, Salek R, Taghizadeh-Kermani A.",Radiat Oncol J.  2018,PMID:29506326 | PMCID:PMC5903363,29506326
Colonic Mucosal Ulceration and Gastrointestinal Bleeding Associated with Sevelamer Crystal Deposition in a Patient with End Stage Renal Disease.,"Nambiar S, Pillai UK, Devasahayam J, Oliver T, Karippot A.",Case Rep Nephrol.  2018,PMID:29682371 | PMCID:PMC5851163,29682371
Management Outcomes of Colonoscopic Perforations Are Affected by the General Condition of the Patients.,"Park JH, Kim KJ.",Ann Coloproctol.  2018,PMID:29535983 | PMCID:PMC5847398,29535983
The Impact of Primary Tumor Location on Long-Term Survival in Patients Undergoing Hepatic Resection for Metastatic Colon Cancer.,"Creasy JM, Sadot E, Koerkamp BG, Chou JF, Gonen M, Kemeny NE, Saltz LB, Balachandran VP, Peter Kingham T, DeMatteo RP, Allen PJ, Jarnagin WR, D'Angelica MI.",Ann Surg Oncol.  2018,PMID:29181680,29181680
Effectiveness of screening colonoscopy in reducing the risk of death from right and left colon cancer: a large community-based study.,"Doubeni CA, Corley DA, Quinn VP, Jensen CD, Zauber AG, Goodman M, Johnson JR, Mehta SJ, Becerra TA, Zhao WK, Schottinger J, Doria-Rose VP, Levin TR, Weiss NS, Fletcher RH.",Gut.  2018,PMID:27733426 | PMCID:PMC5868294,27733426
[Clinicopathological characteristics and prognosis analysis of colorectal synchronous multiple primary cancer].,"Niu L, Zhang J, Liu T, Wu T, Chen W, Jiang Y, Wu Y, Wang P, Pan Y, Wang X.",Zhonghua Wei Chang Wai Ke Za Zhi.  2018,PMID:29354898,29354898
Calcitriol Supplementation Causes Decreases in Tumorigenic Proteins and Different Proteomic and Metabolomic Signatures in Right versus Left-Sided Colon Cancer.,"Schroll MM, Ludwig KR, Bauer KM, Hummon AB.",Metabolites.  2018,PMID:29324674 | PMCID:PMC5875995,29324674
Sidedness and TP53 mutations impact OS in anti-EGFR but not anti-VEGF treated mCRC - an analysis of the KRAS registry of the AGMT (Arbeitsgemeinschaft Medikamentöse Tumortherapie).,"Huemer F, Thaler J, Piringer G, Hackl H, Pleyer L, Hufnagl C, Weiss L, Greil R.",BMC Cancer.  2018,PMID:29298682 | PMCID:PMC5753540,29298682
[Multiple Resections for Metastases from Colorectal Cancer].,"Yoshimatsu K, Asaka S, Sano M, Ito Y, Matsumoto T, Mitsuboshi S, Shimizu T, Satake M, Imaizumi R, Koike T, Yokomizo H, Naritaka Y.",Gan To Kagaku Ryoho.  2018,PMID:29362321,29362321
Iliac Artery-Uretero-Colonic Fistula Presenting as Gastrointestinal Hemorrhage and Hematuria: A Case Report.,"Kurata S, Tobu S, Udo K, Noguchi M.",J Endourol Case Rep.  2018,PMID:29383329 | PMCID:PMC5788243,29383329
Single Port and Conventional Laparoscopy in Colorectal Surgery: Comparison of Two Techniques.,"Gibor U, Perry Z, Domchik S, Mizrahi S, Kirshtein B.",J Laparoendosc Adv Surg Tech A.  2018,PMID:28976805,28976805
Applying protective rectal tube in intestinal anastomosis.,"Talaiezadeh A, Shoushtary MS, Salmasi AA, Afkhami MA.",Prz Gastroenterol.  2018,PMID:30002767 | PMCID:PMC6040104,30002767
[Impact of primary tumor site on the prognosis in different stage colorectal cancer patients after radical resection].,"Han J, Zhang X, Zhang AD, Zhou XL, Feng L, Wang JY, Wang GY.",Zhonghua Wai Ke Za Zhi.  2018,PMID:29325357,29325357
Is the Location of the Tumor Another Prognostic Factor for Patients With Colon Cancer?,"Jung MK, Shin US, Ki YJ, Kim YB, Moon SM, Sung SJ.",Ann Coloproctol.  2017,PMID:29354603 | PMCID:PMC5768475,29354603
Negative hyper-selection of metastatic colorectal cancer patients for anti-EGFR monoclonal antibodies: the PRESSING case-control study.,"Cremolini C, Morano F, Moretto R, Berenato R, Tamborini E, Perrone F, Rossini D, Gloghini A, Busico A, Zucchelli G, Baratelli C, Tamburini E, Tampellini M, Sensi E, Fucà G, Volpi C, Milione M, Di Maio M, Fontanini G, De Braud F, Falcone A, Pietrantonio F.",Ann Oncol.  2017,PMID:29045518,29045518
Outcome of bridge to surgery stenting for obstructive left colon cancer.,"Kim MK, Kye BH, Lee IK, Oh ST, Ahn CH, Lee YS, Lee SC, Kang WK.",ANZ J Surg.  2017,PMID:27061756,27061756
Pancreatic Pseudocyst Ruptured due to Acute Intracystic Hemorrhage.,"Okamura K, Ohara M, Kaneko T, Shirosaki T, Fujiwara A, Yamabuki T, Takahashi R, Komuro K, Iwashiro N, Kimura N.",Case Rep Gastroenterol.  2017,PMID:29430229 | PMCID:PMC5803717,29430229
Primary tumor location predicts poor clinical outcome with cetuximab in RAS wild-type metastatic colorectal cancer.,"Kim D, Kim SY, Lee JS, Hong YS, Kim JE, Kim KP, Kim J, Jang SJ, Yoon YK, Kim TW.",BMC Gastroenterol.  2017,PMID:29169325 | PMCID:PMC5701369,29169325
Dilated Thoracic Esophagus Presenting with Painful Progressive Persistent Dysphagia and Leukocytosis of Unknown Origin.,"Lin K, Shah J, Ofori E, Shahnazarian V, Reddy M.",Cureus.  2017,PMID:29372125 | PMCID:PMC5769989,29372125
Exploring the effect of primary tumor sidedness on therapeutic efficacy across treatment lines in patients with metastatic colorectal cancer: analysis of FIRE-3 (AIOKRK0306).,"Modest DP, Stintzing S, von Weikersthal LF, Decker T, Kiani A, Vehling-Kaiser U, Al-Batran SE, Heintges T, Kahl C, Seipelt G, Kullmann F, Scheithauer W, Moehler M, Holch JW, von Einem JC, Held S, Heinemann V.",Oncotarget.  2017,PMID:29285289 | PMCID:PMC5739676,29285289
Clinical impact of tumor location on the colon cancer survival and recurrence: analyses of pooled data from three large phase III randomized clinical trials.,"Aoyama T, Kashiwabara K, Oba K, Honda M, Sadahiro S, Hamada C, Maeda H, Mayanagi S, Kanda M, Sakamoto J, Saji S, Yoshikawa T.",Cancer Med.  2017,PMID:28948714 | PMCID:PMC5673952,28948714
Auspicious Management of a Acute Obstructive Left Colon Tumor in a 93-year-old Patient - Case Report and Literature Review.,"Andrei GN, Constantinescu G, Nedelcu C, Dumitriu BC, Valcea S, Beuran M.",Chirurgia (Bucur).  2017,PMID:29288616,29288616
[Prognostic Impact of Tumor Location of Colorectal Cancer in Patients with Resected Liver Metastasis].,"Ogura T, Muta Y, Ito T, Chika N, Hatano S, Amano K, Ishiguro T, Fukuchi M, Kumagai Y, Ishibashi K, Mochiki E, Ishida H.",Gan To Kagaku Ryoho.  2017,PMID:29394668,29394668
